year;month;day;weekday;hour;city;neighborhood;nature;victim_age;gender;ethnicity;sexual_orientation
2022;3;29;TERCA;20;ARAPONGAS;FLAMINGOS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);36;M;BRANCA;
2022;4;2;SABADO;19;LUPIONOPOLIS;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;55;M;BRANCA;HETEROSSEXUAL
2022;4;3;DOMINGO;4;JAGUAPITA;CONJUNTO BELA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;M;PARDA;
2022;4;9;SABADO;14;ARAPONGAS;ZONA RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;29;M;PARDA;
2022;4;9;SABADO;14;ARAPONGAS;ZONA RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;33;M;PARDA;
2022;4;11;SEGUNDA;21;ARAPONGAS;UNIVERSIDADE;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;31;M;BRANCA;
2022;4;16;SABADO;23;BELA VISTA DO PARAISO;RURAL;Praticar Homicídio Culposo na Direção de Veículo;18;M;;
2022;4;17;DOMINGO;2;ARAPONGAS;PIACENZA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;M;BRANCA;
2022;4;26;TERCA;19;ARAPONGAS;SAN RAFAEL;Feminicídio;38;F;BRANCA;
2022;4;26;TERCA;19;ARAPONGAS;SAN RAFAEL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);38;F;BRANCA;
2022;5;11;QUARTA;19;ARAPONGAS;ARAUCARIA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);48;M;BRANCA;
2022;5;15;DOMINGO;21;PRIMEIRO DE MAIO;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);39;M;BRANCA;
2022;5;22;DOMINGO;4;PRADO FERREIRA;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;41;F;BRANCA;
2022;5;24;TERCA;21;PORECATU;RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);67;M;BRANCA;
2022;5;25;QUARTA;22;SERTANOPOLIS;ZONA RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;33;M;PARDA;
2022;5;27;SEXTA;10;ARAPONGAS;ZONA RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);31;M;PARDA;
2022;6;3;SEXTA;15;ARAPONGAS;BARONEZA;Praticar Homicídio Culposo na Direção de Veículo;44;M;;HETEROSSEXUAL
2022;6;5;DOMINGO;16;ARAPONGAS;ZONA RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);24;M;BRANCA;
2022;6;13;SEGUNDA;0;ROLANDIA;RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;BRANCA;
2022;6;14;TERCA;19;ARAPONGAS;CENTAURO;Praticar Homicídio Culposo na Direção de Veículo;77;M;BRANCA;
2022;6;14;TERCA;22;CENTENARIO DO SUL;ZONA RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);47;M;PARDA;HETEROSSEXUAL
2022;6;16;QUINTA;20;ROLANDIA;PARQUE INDUSTRIAL;Praticar Homicídio Culposo na Direção de Veículo;32;M;BRANCA;
2022;6;17;SEXTA;10;ARAPONGAS;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;76;M;BRANCA;
2022;6;24;SEXTA;19;ROLANDIA;SANTIAGO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);50;M;BRANCA;
2022;6;24;SEXTA;21;LUPIONOPOLIS;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;PARDA;HETEROSSEXUAL
2022;6;25;SABADO;18;ROLANDIA;PREJ;Praticar Homicídio Culposo na Direção de Veículo;48;F;BRANCA;
2022;6;26;DOMINGO;20;SERTANOPOLIS;JUNIOR OPORTO I;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);24;M;BRANCA;
2022;6;26;DOMINGO;21;PORECATU;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;24;M;PARDA;
2022;6;27;SEGUNDA;14;PORECATU;RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;M;PARDA;
2022;7;3;DOMINGO;1;ARAPONGAS;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;22;M;BRANCA;
2022;7;18;SEGUNDA;11;SABAUDIA;RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;19;M;BRANCA;
2022;7;22;SEXTA;16;ROLANDIA;RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);49;M;BRANCA;
2022;8;14;DOMINGO;19;ROLANDIA;JARDIM SAO FERNANDO;Praticar Homicídio Culposo na Direção de Veículo;50;M;;
2022;8;18;QUINTA;6;ARAPONGAS;PARQUE INDUSTRIAL I;Praticar Homicídio Culposo na Direção de Veículo;37;M;BRANCA;
2022;8;22;SEGUNDA;15;ARAPONGAS;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;80;M;BRANCA;
2022;8;27;SABADO;14;PRADO FERREIRA;;Praticar Homicídio Culposo na Direção de Veículo;58;M;;
2022;9;2;SEXTA;19;GUARACI;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;PRETA;
2022;9;3;SABADO;22;ARAPONGAS;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;33;M;PARDA;
2022;9;6;TERCA;15;ROLANDIA;CIDADE NOVA;Praticar Homicídio Culposo na Direção de Veículo;30;M;BRANCA;
2022;9;17;SABADO;0;ROLANDIA;RURAL;Praticar Homicídio Culposo na Direção de Veículo;54;M;BRANCA;
2022;9;22;QUINTA;20;ARAPONGAS;AEROPORTO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;22;M;PARDA;
2022;9;24;SABADO;23;ROLANDIA;INEXISTENTE;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;26;M;BRANCA;
2022;9;24;SABADO;23;ROLANDIA;INEXISTENTE;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;28;M;BRANCA;
2022;9;24;SABADO;23;ROLANDIA;INEXISTENTE;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;32;M;BRANCA;
2022;9;27;TERCA;16;ARAPONGAS;ARAPONGAS III;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;23;M;PARDA;
2022;9;29;QUINTA;17;SERTANOPOLIS;CENTRO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;22;M;BRANCA;
2022;10;1;SABADO;19;FLORESTOPOLIS;RURAL;Praticar Homicídio Culposo na Direção de Veículo;62;M;BRANCA;
2022;10;2;DOMINGO;5;PRIMEIRO DE MAIO;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;;HETEROSSEXUAL
2022;10;3;SEGUNDA;21;FLORESTOPOLIS;CENTRO;Lesão Corporal com Resultado Morte;66;M;BRANCA;
2022;10;7;SEXTA;12;ROLANDIA;RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;BRANCA;
2022;10;11;TERCA;18;BELA VISTA DO PARAISO;ROSA LUPI;Praticar Homicídio Culposo na Direção de Veículo;81;M;BRANCA;
2022;10;12;QUARTA;18;FLORESTOPOLIS;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);43;M;BRANCA;
2022;10;25;TERCA;17;ROLANDIA;NOBRE;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;34;M;PARDA;
2022;10;26;QUARTA;1;ARAPONGAS;TRIANGULO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);41;M;BRANCA;
2022;11;6;DOMINGO;1;JAGUAPITA;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;M;BRANCA;
2022;11;8;TERCA;17;ROLANDIA;RURAL;Praticar Homicídio Culposo na Direção de Veículo;62;M;PARDA;
2022;11;15;TERCA;2;FLORESTOPOLIS;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);15;M;BRANCA;HETEROSSEXUAL
2022;11;17;QUINTA;17;BELA VISTA DO PARAISO;CENTRO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;21;M;PARDA;
2022;11;17;QUINTA;23;SABAUDIA;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;M;PARDA;
2022;11;23;QUARTA;13;ALVORADA DO SUL;RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;PARDA;HETEROSSEXUAL
2022;12;1;QUINTA;18;ARAPONGAS;PRIMAVERA;Praticar Homicídio Culposo na Direção de Veículo;49;M;PARDA;
2022;12;10;SABADO;18;CAFEARA;RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);39;M;PARDA;
2022;12;15;QUINTA;22;ARAPONGAS;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;33;M;BRANCA;
2022;12;17;SABADO;12;ARAPONGAS;SAN RAFAEL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;PARDA;
2022;12;24;SABADO;0;ARAPONGAS;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;PARDA;
2021;1;11;SEGUNDA;21;PRADO FERREIRA;MITACUNHA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;PARDA;HETEROSSEXUAL
2021;1;14;QUINTA;14;PORECATU;VILA RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);61;M;PRETA;HETEROSSEXUAL
2021;1;16;SABADO;15;FLORESTOPOLIS;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;BRANCA;HETEROSSEXUAL
2021;1;16;SABADO;15;FLORESTOPOLIS;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);48;M;;HETEROSSEXUAL
2021;1;17;DOMINGO;1;ALVORADA DO SUL;RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;PARDA;HETEROSSEXUAL
2021;1;23;SABADO;9;ARAPONGAS;;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);;M;;
2021;1;28;QUINTA;21;ROLANDIA;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;58;M;;
2021;2;1;SEGUNDA;12;SERTANOPOLIS;CENTRO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;22;M;PARDA;HETEROSSEXUAL
2021;2;6;SABADO;0;SERTANOPOLIS;RURAL;Praticar Homicídio Culposo na Direção de Veículo;73;M;PARDA;
2021;2;11;QUINTA;7;GUARACI;;Praticar Homicídio Culposo na Direção de Veículo;27;M;;
2021;2;13;SABADO;2;JAGUAPITA;VILA OPERARIA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);35;M;BRANCA;
2021;2;17;QUARTA;19;PRIMEIRO DE MAIO;RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;PARDA;HETEROSSEXUAL
2021;2;17;QUARTA;21;ARAPONGAS;AGUIAS;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;24;M;PARDA;HETEROSSEXUAL
2021;2;19;SEXTA;21;SERTANOPOLIS;AMANCIO SECCO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;BRANCA;HETEROSSEXUAL
2021;2;21;DOMINGO;19;PORECATU;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;BRANCA;HETEROSSEXUAL
2021;2;24;QUARTA;18;ROLANDIA;RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);37;M;BRANCA;
2021;2;26;SEXTA;20;ARAPONGAS;ARAPONGUINHA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;22;M;BRANCA;HETEROSSEXUAL
2021;3;9;TERCA;23;SERTANOPOLIS;CASAGRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);47;M;PRETA;
2021;3;12;SEXTA;17;ARAPONGAS;INDUSTRIAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;32;M;BRANCA;HETEROSSEXUAL
2021;3;12;SEXTA;17;ARAPONGAS;INDUSTRIAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;41;M;BRANCA;HETEROSSEXUAL
2021;3;15;SEGUNDA;1;LUPIONOPOLIS;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);39;M;BRANCA;HETEROSSEXUAL
2021;3;24;QUARTA;13;ARAPONGAS;BANDEIRANTES;Praticar Homicídio Culposo na Direção de Veículo;40;M;BRANCA;
2021;3;29;SEGUNDA;23;ROLANDIA;JARDIM MONTE CARLO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;PRETA;
2021;4;2;SEXTA;19;ROLANDIA;SANTANA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;PARDA;
2021;4;6;TERCA;20;CENTENARIO DO SUL;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;PARDA;HETEROSSEXUAL
2021;4;7;QUARTA;9;ROLANDIA;JARDIM SANTIAGO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;17;M;BRANCA;
2021;4;7;QUARTA;21;PRIMEIRO DE MAIO;DISTRITO DE IBIACI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);;M;PARDA;HETEROSSEXUAL
2021;4;13;TERCA;20;ROLANDIA;RURAL;Praticar Homicídio Culposo na Direção de Veículo;27;M;PARDA;
2021;4;13;TERCA;20;ROLANDIA;RURAL;Praticar Homicídio Culposo na Direção de Veículo;66;M;BRANCA;
2021;4;17;SABADO;19;PRIMEIRO DE MAIO;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);39;M;PARDA;HETEROSSEXUAL
2021;4;22;QUINTA;1;JAGUAPITA;JARDIM SANTA AMELIA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;PARDA;
2021;4;23;SEXTA;21;ARAPONGAS;TROPICAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;36;M;BRANCA;
2021;5;7;SEXTA;12;JAGUAPITA;ROD PR 170;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;;M;BRANCA;
2021;5;7;SEXTA;12;JAGUAPITA;RODOVIA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;;M;BRANCA;
2021;5;7;SEXTA;12;JAGUAPITA;RODOVIA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;31;M;BRANCA;
2021;5;9;DOMINGO;17;ARAPONGAS;INDUSTRIAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);27;M;BRANCA;
2021;5;14;SEXTA;19;ALVORADA DO SUL;RURAL;Praticar Homicídio Culposo na Direção de Veículo;21;F;PARDA;
2021;5;15;SABADO;1;ARAPONGAS;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;44;F;;
2021;5;15;SABADO;22;BELA VISTA DO PARAISO;ROSA LUPPI;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;40;M;PRETA;
2021;5;17;SEGUNDA;23;PRIMEIRO DE MAIO;RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;34;M;PARDA;
2021;5;22;SABADO;22;ARAPONGAS;VILA INDUSTRIAL;Praticar Homicídio Culposo na Direção de Veículo;27;M;PARDA;
2021;5;22;SABADO;22;ARAPONGAS;VILA INDUSTRIAL;Praticar Homicídio Culposo na Direção de Veículo;57;M;;
2021;5;25;TERCA;23;ARAPONGAS;PD BERNARDO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;36;M;PARDA;
2021;5;28;SEXTA;19;ARAPONGAS;RODOVIA ESTADUAL;Praticar Homicídio Culposo na Direção de Veículo;62;M;BRANCA;
2021;6;6;DOMINGO;17;GUARACI;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;46;M;BRANCA;
2021;6;7;SEGUNDA;22;ALVORADA DO SUL;RURAL;Praticar Homicídio Culposo na Direção de Veículo;34;M;;
2021;6;17;QUINTA;19;ARAPONGAS;COLUMBIA III E IV;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);31;M;PARDA;
2021;6;19;SABADO;18;ARAPONGAS;UNIVERSITARIO;Praticar Homicídio Culposo na Direção de Veículo;19;F;PARDA;
2021;6;30;QUARTA;20;ROLANDIA;NOBRE 5;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;BRANCA;
2021;7;2;SEXTA;22;ARAPONGAS;CENTRO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;39;M;AMARELA;
2021;7;5;SEGUNDA;19;ARAPONGAS;INDUSTRIAL;Praticar Homicídio Culposo na Direção de Veículo;68;M;BRANCA;
2021;7;10;SABADO;16;ROLANDIA;VILA OPERARIA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;PARDA;
2021;7;19;SEGUNDA;14;ARAPONGAS;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;22;M;PARDA;
2021;7;26;SEGUNDA;0;SERTANOPOLIS;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;M;BRANCA;
2021;8;6;SEXTA;21;ALVORADA DO SUL;RENASCER;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;20;M;BRANCA;
2021;8;12;QUINTA;21;ROLANDIA;;Praticar Homicídio Culposo na Direção de Veículo;52;M;BRANCA;
2021;8;14;SABADO;0;ROLANDIA;CONJUNTO SANTIAGO;Praticar Homicídio Culposo na Direção de Veículo;42;M;PARDA;
2021;8;15;DOMINGO;10;ARAPONGAS;UNIVERSIDADE;Praticar Homicídio Culposo na Direção de Veículo;16;M;PARDA;
2021;8;21;SABADO;3;ARAPONGAS;INDUSTRIAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;PRETA;
2021;8;21;SABADO;15;ARAPONGAS;ARAPONGUINHA;Feminicídio;29;F;PARDA;
2021;8;21;SABADO;15;ARAPONGAS;ARAPONGUINHA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;F;PARDA;
2021;8;21;SABADO;15;ROLANDIA;JARDIM NOVO HORIZONTE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;BRANCA;
2021;8;21;SABADO;16;ARAPONGAS;MONACO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;24;M;PARDA;
2021;8;28;SABADO;16;ARAPONGAS;PADRE BERNARDO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);61;M;BRANCA;
2021;8;29;DOMINGO;19;BELA VISTA DO PARAISO;RURAL;Praticar Homicídio Culposo na Direção de Veículo;20;F;BRANCA;
2021;8;29;DOMINGO;19;BELA VISTA DO PARAISO;RURAL;Praticar Homicídio Culposo na Direção de Veículo;36;F;BRANCA;
2021;8;29;DOMINGO;19;BELA VISTA DO PARAISO;RURAL;Praticar Homicídio Culposo na Direção de Veículo;45;M;BRANCA;
2021;8;29;DOMINGO;19;BELA VISTA DO PARAISO;RURAL;Praticar Homicídio Culposo na Direção de Veículo;64;M;BRANCA;
2021;8;31;TERCA;16;BELA VISTA DO PARAISO;RURAL;Praticar Homicídio Culposo na Direção de Veículo;32;M;;
2021;9;10;SEXTA;13;ARAPONGAS;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;26;M;PARDA;
2021;9;13;SEGUNDA;21;SERTANOPOLIS;CENTRO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;30;M;PARDA;
2021;9;13;SEGUNDA;21;SERTANOPOLIS;CENTRO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;30;M;PARDA;
2021;9;17;SEXTA;19;ROLANDIA;RURAL;Praticar Homicídio Culposo na Direção de Veículo;42;M;AMARELA;
2021;9;17;SEXTA;19;ROLANDIA;RURAL;Praticar Homicídio Culposo na Direção de Veículo;42;M;BRANCA;
2021;9;17;SEXTA;19;ROLANDIA;RURAL;Praticar Homicídio Culposo na Direção de Veículo;56;F;BRANCA;
2021;9;22;QUARTA;15;CENTENARIO DO SUL;ZONA RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;BRANCA;HETEROSSEXUAL
2021;9;22;QUARTA;15;FLORESTOPOLIS;FLORESTA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;29;M;BRANCA;
2021;9;26;DOMINGO;22;SERTANOPOLIS;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);56;M;BRANCA;
2021;10;4;SEGUNDA;23;ARAPONGAS;PALMARES;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);38;M;PARDA;
2021;10;6;QUARTA;6;SERTANOPOLIS;RURAL;Praticar Homicídio Culposo na Direção de Veículo;31;M;;OUTRO
2021;10;7;QUINTA;11;ARAPONGAS;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;50;M;PARDA;
2021;10;15;SEXTA;4;ROLANDIA;PARQUE INDUSTRIAL;Praticar Homicídio Culposo na Direção de Veículo;37;F;;
2021;10;22;SEXTA;20;ARAPONGAS;UNIVERSIDADE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;PARDA;
2021;10;28;QUINTA;11;ARAPONGAS;FAZENDA GIOCONDO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;BRANCA;
2021;10;28;QUINTA;14;ALVORADA DO SUL;;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;47;M;PARDA;
2021;11;7;DOMINGO;23;PRIMEIRO DE MAIO;IBIACI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);45;M;;HETEROSSEXUAL
2021;11;21;DOMINGO;13;ROLANDIA;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);24;M;BRANCA;
2021;11;26;SEXTA;2;PRIMEIRO DE MAIO;IBIACI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);18;M;BRANCA;
2021;12;3;SEXTA;0;ROLANDIA;TOMIE NAGATANI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;;
2021;12;4;SABADO;14;ROLANDIA;TEREZOPOLIS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);67;M;BRANCA;
2021;12;5;DOMINGO;16;ARAPONGAS;MONTE CARLO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;PARDA;
2021;12;10;SEXTA;14;SERTANOPOLIS;CENTRO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;42;M;BRANCA;
2021;12;10;SEXTA;14;SERTANOPOLIS;CENTRO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;45;M;BRANCA;
2021;12;18;SABADO;20;ARAPONGAS;CIDADE JARDIM;Praticar Homicídio Culposo na Direção de Veículo;12;F;PARDA;
2021;12;20;SEGUNDA;21;JAGUAPITA;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;PRETA;
2021;12;22;QUARTA;15;ARAPONGAS;PARQUE INDUSTRIAL I;Praticar Homicídio Culposo na Direção de Veículo;41;F;PARDA;
2021;12;22;QUARTA;20;ARAPONGAS;CENTRO;Lesão Corporal com Resultado Morte;47;M;PARDA;
2020;1;1;QUARTA;1;FLORESTOPOLIS;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);19;M;PARDA;
2020;1;1;QUARTA;1;FLORESTOPOLIS;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;PARDA;
2020;1;4;SABADO;5;PORECATU;ZONA RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);20;M;BRANCA;
2020;1;4;SABADO;13;ALVORADA DO SUL;SANTA ROSA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;PARDA;HETEROSSEXUAL
2020;1;18;SABADO;18;ARAPONGAS;PAULISTA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;F;;
2020;1;27;SEGUNDA;17;ARAPONGAS;AEROPORTO;Praticar Homicídio Culposo na Direção de Veículo;71;M;BRANCA;
2020;2;10;SEGUNDA;15;PORECATU;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);14;M;PARDA;
2020;2;14;SEXTA;12;ARAPONGAS;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;BRANCA;HETEROSSEXUAL
2020;2;15;SABADO;23;SERTANOPOLIS;AMANCIO SECCO;Lesão Corporal com Resultado Morte;30;M;PARDA;HETEROSSEXUAL
2020;2;17;SEGUNDA;19;JAGUAPITA;SANTA AMELIA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);27;M;BRANCA;
2020;2;18;TERCA;16;ARAPONGAS;RODOVIA;Praticar Homicídio Culposo na Direção de Veículo;52;F;BRANCA;HETEROSSEXUAL
2020;2;22;SABADO;4;ALVORADA DO SUL;VALDOMIRO MARGINELLI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);19;M;BRANCA;
2020;2;24;SEGUNDA;18;ROLANDIA;NOVO HORIZONTE;Feminicídio;43;F;;
2020;2;24;SEGUNDA;18;ROLANDIA;NOVO HORIZONTE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);43;F;;
2020;2;28;SEXTA;8;PORECATU;IGUACU;Feminicídio;29;F;BRANCA;
2020;2;28;SEXTA;8;PORECATU;IGUACU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;F;BRANCA;
2020;3;3;TERCA;22;BELA VISTA DO PARAISO;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);35;M;;
