year;month;day;weekday;hour;city;neighborhood;nature;victim_age;gender;ethnicity;sexual_orientation
2022;3;26;SABADO;3;MARINGA;ZONA SETE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);18;M;BRANCA;
2022;3;26;SABADO;16;MARINGA;JARDIM INDUSTRIAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);17;M;PARDA;
2022;3;27;DOMINGO;5;MARINGA;;Praticar Homicídio Culposo na Direção de Veículo;68;M;;
2022;3;27;DOMINGO;23;SARANDI;FLORESTA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;PRETA;
2022;3;28;SEGUNDA;13;MARINGA;JARDIM VITORIA;Praticar Homicídio Culposo na Direção de Veículo;19;M;BRANCA;
2022;3;29;TERCA;22;MARINGA;JARDIM ACLIMACAO;Praticar Homicídio Culposo na Direção de Veículo;27;M;BRANCA;
2022;4;1;SEXTA;14;MARINGA;JARDIM NOVO ALVORADA;Praticar Homicídio Culposo na Direção de Veículo;34;M;BRANCA;
2022;4;2;SABADO;22;MARINGA;JARDIM ALVORADA I;Praticar Homicídio Culposo na Direção de Veículo;56;M;BRANCA;
2022;4;5;TERCA;13;MARINGA;VILA MORANGUEIRA;Praticar Homicídio Culposo na Direção de Veículo;24;M;BRANCA;
2022;4;7;QUINTA;20;MARIALVA;JARDIM ITAMARATI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);34;M;PARDA;
2022;4;9;SABADO;11;PAICANDU;OURO VERDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);20;M;PARDA;HETEROSSEXUAL
2022;4;16;SABADO;17;MARINGA;CONJUNTO RESIDENCIAL JOAO DE BARRO ITAPARICA;Praticar Homicídio Culposo na Direção de Veículo;82;M;BRANCA;
2022;4;20;QUARTA;12;MARINGA;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;56;F;BRANCA;
2022;4;23;SABADO;23;MARINGA;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;38;M;;
2022;4;24;DOMINGO;14;MANDAGUARI;ZONA RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;PARDA;
2022;4;25;SEGUNDA;13;MARINGA;LOTEAMENTO SUMARE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);27;M;;
2022;4;25;SEGUNDA;20;MANDAGUACU;JARDIM SANTA LUZIA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);42;F;PARDA;HETEROSSEXUAL
2022;4;29;SEXTA;8;MARINGA;ZONA OITO;Praticar Homicídio Culposo na Direção de Veículo;57;M;BRANCA;
2022;5;3;TERCA;8;FLORESTA;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;82;M;BRANCA;
2022;5;3;TERCA;14;MARINGA;JARDIM SAO SILVESTRE;Praticar Homicídio Culposo na Direção de Veículo;22;M;BRANCA;
2022;5;3;TERCA;20;MANDAGUARI;ZONA RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;PRETA;HETEROSSEXUAL
2022;5;5;QUINTA;13;MARINGA;JARDIM DIAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);31;M;BRANCA;
2022;5;6;SEXTA;15;MARINGA;VILA MORANGUEIRA;Praticar Homicídio Culposo na Direção de Veículo;53;M;;
2022;5;6;SEXTA;21;MARIALVA;PARQUE INDUSTRIAL;Praticar Homicídio Culposo na Direção de Veículo;29;M;PARDA;
2022;5;11;QUARTA;9;PAICANDU;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;29;M;BRANCA;
2022;5;11;QUARTA;16;MARIALVA;BR 376;Praticar Homicídio Culposo na Direção de Veículo;55;M;BRANCA;
2022;5;12;QUINTA;4;MARINGA;LOTEAMENTO MADRID;Feminicídio;45;F;BRANCA;
2022;5;12;QUINTA;4;MARINGA;LOTEAMENTO MADRID;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);45;F;BRANCA;
2022;5;12;QUINTA;23;MANDAGUARI;PLANALTO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;PARDA;
2022;5;18;QUARTA;18;MANDAGUARI;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;72;M;BRANCA;OUTRO
2022;5;21;SABADO;20;SARANDI;CONJUNTO FLORESTA;Praticar Homicídio Culposo na Direção de Veículo;20;M;;
2022;5;22;DOMINGO;10;MARINGA;JARDIM OLIMPICO;Praticar Homicídio Culposo na Direção de Veículo;54;M;BRANCA;
2022;5;22;DOMINGO;17;MARINGA;JARDIM ALVORADA I;Praticar Homicídio Culposo na Direção de Veículo;67;F;PARDA;
2022;5;25;QUARTA;17;MARINGA;VILA NOVA;Praticar Homicídio Culposo na Direção de Veículo;23;M;BRANCA;
2022;5;25;QUARTA;22;MARINGA;ZONA SETE;Praticar Homicídio Culposo na Direção de Veículo;61;M;BRANCA;
2022;5;26;QUINTA;0;MARINGA;NUCLEO HABITACIONAL SANTA FELICIDADE;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;36;M;BRANCA;
2022;5;26;QUINTA;10;MARINGA;VILA MORANGUEIRA;Praticar Homicídio Culposo na Direção de Veículo;34;M;BRANCA;
2022;5;26;QUINTA;21;MARIALVA;JARDIM ITALIA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);18;M;PARDA;
2022;5;26;QUINTA;21;MARIALVA;JARDIM ITALIA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);35;M;PARDA;
2022;6;4;SABADO;5;MARINGA;JARDIM PINHEIROS II;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);27;F;BRANCA;
2022;6;4;SABADO;16;MARINGA;JARDIM DOS PASSAROS;Praticar Homicídio Culposo na Direção de Veículo;53;M;PARDA;
2022;6;9;QUINTA;18;MARINGA;JARDIM SANTA ROSA;Praticar Homicídio Culposo na Direção de Veículo;18;F;BRANCA;
2022;6;9;QUINTA;18;MARINGA;JARDIM SANTA ROSA;Praticar Homicídio Culposo na Direção de Veículo;35;M;BRANCA;
2022;6;10;SEXTA;23;MARINGA;JARDIM COLINA VERDE;Praticar Homicídio Culposo na Direção de Veículo;18;M;BRANCA;
2022;6;12;DOMINGO;22;MANDAGUARI;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;PARDA;
2022;6;14;TERCA;5;MANDAGUACU;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;59;M;PARDA;HETEROSSEXUAL
2022;6;17;SEXTA;10;MARINGA;VILA NOVA;Praticar Homicídio Culposo na Direção de Veículo;71;F;BRANCA;
2022;6;21;TERCA;11;MARINGA;JARDIM ATAMI;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;19;M;BRANCA;
2022;6;22;QUARTA;20;MARINGA;;Praticar Homicídio Culposo na Direção de Veículo;64;F;BRANCA;
2022;6;24;SEXTA;7;MANDAGUARI;;Praticar Homicídio Culposo na Direção de Veículo;35;M;;OUTRO
2022;6;24;SEXTA;19;SARANDI;JARDIM FRANCA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;29;M;;
2022;6;24;SEXTA;22;ITAMBE;RURAL;Praticar Homicídio Culposo na Direção de Veículo;60;F;;
2022;6;25;SABADO;22;MARINGA;CONJUNTO RESIDENCIAL JOAO DE BARRO I;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;M;PRETA;
2022;6;26;DOMINGO;3;MARINGA;ZONA SETE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);19;M;PARDA;
2022;6;26;DOMINGO;13;SANTA FE;CENTRO;Roubo com Resultado Morte;63;;;
2022;6;26;DOMINGO;19;MARINGA;ZONA SETE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;BRANCA;
2022;6;29;QUARTA;23;MARINGA;JARDIM SAO SILVESTRE;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;45;M;PARDA;
2022;7;2;SABADO;2;MARINGA;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;25;M;BRANCA;
2022;7;2;SABADO;10;ASTORGA;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);39;M;PARDA;
2022;7;3;DOMINGO;6;COLORADO;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);27;M;PARDA;
2022;7;3;DOMINGO;21;ASTORGA;IMPERIAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);18;M;PARDA;
2022;7;5;TERCA;11;MANDAGUACU;MONTE CRISTO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;27;M;PARDA;
2022;7;5;TERCA;18;MARINGA;CONDOMINIO PORTAL DAS TORRES;Praticar Homicídio Culposo na Direção de Veículo;28;M;BRANCA;
2022;7;7;QUINTA;23;MARINGA;PARQUE INDUSTRIAL I;Praticar Homicídio Culposo na Direção de Veículo;70;M;BRANCA;
2022;7;8;SEXTA;20;MARINGA;JARDIM IMPERIAL;Praticar Homicídio Culposo na Direção de Veículo;50;M;PARDA;
2022;7;9;SABADO;1;MARINGA;PARQUE RESIDENCIAL AEROPORTO I;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;20;M;PARDA;
2022;7;9;SABADO;1;MARINGA;PARQUE RESIDENCIAL AEROPORTO I;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;23;;;
2022;7;9;SABADO;3;MANDAGUACU;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);18;M;PARDA;
2022;7;9;SABADO;3;MANDAGUACU;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;PRETA;HETEROSSEXUAL
2022;7;9;SABADO;3;MARINGA;RESIDENCIAL PIONEIRO ODWALDO BUENO NETTO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);27;M;PARDA;HETEROSSEXUAL
2022;7;18;SEGUNDA;20;SARANDI;ESPERANCA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;BRANCA;
2022;7;19;TERCA;20;SANTO INACIO;CONJUNTO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;PARDA;HETEROSSEXUAL
2022;7;24;DOMINGO;20;MARINGA;ZONA CINCO;Praticar Homicídio Culposo na Direção de Veículo;23;M;BRANCA;
2022;7;26;TERCA;17;MARINGA;PARQUE ITAIPU I;Praticar Homicídio Culposo na Direção de Veículo;20;M;;
2022;7;29;SEXTA;4;FLORESTA;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);34;M;PARDA;
2022;7;30;SABADO;1;MARIALVA;CENTRO;Feminicídio;58;F;BRANCA;
2022;7;30;SABADO;1;MARIALVA;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);58;F;BRANCA;
2022;7;30;SABADO;8;MARINGA;PARQUE INDUSTRIAL I;Praticar Homicídio Culposo na Direção de Veículo;22;M;BRANCA;
2022;8;3;QUARTA;14;SARANDI;JARDIM ESPERANCA;Praticar Homicídio Culposo na Direção de Veículo;34;M;;
2022;8;3;QUARTA;18;IGUARACU;ZONA RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);55;M;;
2022;8;4;QUINTA;20;MARINGA;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;37;M;BRANCA;
2022;8;5;SEXTA;2;MANDAGUACU;VILA GUADIANA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;23;M;PARDA;
2022;8;9;TERCA;10;MARINGA;ZONA OITO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);68;F;;
2022;8;11;QUINTA;21;MARINGA;JARDIM SAO DOMINGOS;Praticar Homicídio Culposo na Direção de Veículo;39;M;BRANCA;
2022;8;12;SEXTA;2;SARANDI;DAS TORRES;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;29;M;PARDA;
2022;8;13;SABADO;4;MANDAGUACU;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;BRANCA;HETEROSSEXUAL
2022;8;13;SABADO;4;MANDAGUACU;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;BRANCA;HETEROSSEXUAL
2022;8;13;SABADO;4;MANDAGUACU;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;BRANCA;HETEROSSEXUAL
2022;8;18;QUINTA;0;MARINGA;ZONA SETE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);19;M;;
2022;8;20;SABADO;22;MANDAGUACU;GUADIANA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;F;BRANCA;HETEROSSEXUAL
2022;8;21;DOMINGO;16;MARINGA;JARDIM ALVORADA I;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;BRANCA;
2022;8;21;DOMINGO;20;MARIALVA;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;46;M;;
2022;8;22;SEGUNDA;19;MARINGA;CIDADE INDUSTRIAL;Praticar Homicídio Culposo na Direção de Veículo;48;M;PARDA;
2022;8;25;QUINTA;10;MARINGA;PARQUE INDUSTRIAL I;Praticar Homicídio Culposo na Direção de Veículo;21;M;BRANCA;
2022;8;27;SABADO;9;SARANDI;INDEPENDENCIA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);50;M;PARDA;
2022;8;28;DOMINGO;22;MARINGA;JARDIM ALVORADA I;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;F;BRANCA;
2022;8;31;QUARTA;21;MANDAGUARI;ZONA RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;16;M;BRANCA;
2022;9;3;SABADO;10;PAICANDU;JARDIM ITAIPU II;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);44;M;PARDA;HETEROSSEXUAL
2022;9;4;DOMINGO;12;MARINGA;VILA MORANGUEIRA;Praticar Homicídio Culposo na Direção de Veículo;55;M;BRANCA;
2022;9;4;DOMINGO;18;MARINGA;ZONA RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;M;BRANCA;
2022;9;4;DOMINGO;19;MARINGA;PARQUE ITAIPU I;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);27;M;;
2022;9;6;TERCA;10;PAICANDU;JARDIM NOVO CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);35;M;BRANCA;HETEROSSEXUAL
2022;9;11;DOMINGO;22;FLORESTA;PARQUE INDUSTRIAL;Praticar Homicídio Culposo na Direção de Veículo;28;M;PARDA;
2022;9;12;SEGUNDA;8;MARINGA;JARDIM ALVORADA I;Praticar Homicídio Culposo na Direção de Veículo;76;M;PARDA;
2022;9;16;SEXTA;21;MARINGA;RESIDENCIAL PIONEIRO ODWALDO BUENO NETTO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;21;M;PARDA;
2022;9;21;QUARTA;18;MARINGA;CONJUNTO RESIDENCIAL GOVERNADOR NEY BRAGA;Praticar Homicídio Culposo na Direção de Veículo;54;M;BRANCA;
2022;9;23;SEXTA;18;MARINGA;JARDIM SAO FRANCISCO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;;
2022;9;23;SEXTA;18;MARINGA;JARDIM SAO FRANCISCO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;;
2022;9;28;QUARTA;18;MARINGA;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;29;M;BRANCA;
2022;9;30;SEXTA;21;MARINGA;JARDIM PINHEIROS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;F;PARDA;HETEROSSEXUAL
2022;9;30;SEXTA;21;MARINGA;JARDIM PINHEIROS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);35;M;PARDA;HETEROSSEXUAL
2022;10;1;SABADO;0;PAICANDU;;Praticar Homicídio Culposo na Direção de Veículo;43;F;;HETEROSSEXUAL
2022;10;1;SABADO;14;MANDAGUARI;VILA VERDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;PARDA;HETEROSSEXUAL
2022;10;1;SABADO;21;SARANDI;JA INDEPENDENCIA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;PARDA;
2022;10;2;DOMINGO;0;MARINGA;CONJUNTO HABITACIONAL REQUIAO IV;Praticar Homicídio Culposo na Direção de Veículo;53;M;;
2022;10;3;SEGUNDA;21;MARINGA;JARDIM ALVORADA I;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);19;M;PARDA;
2022;10;4;TERCA;11;MANDAGUARI;BOA VISTA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;PARDA;HETEROSSEXUAL
2022;10;10;SEGUNDA;16;IGUARACU;RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;18;M;PARDA;
2022;10;10;SEGUNDA;16;IGUARACU;RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;19;M;PARDA;
2022;10;15;SABADO;15;MARINGA;JARDIM ALVORADA I;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);38;M;BRANCA;
2022;10;15;SABADO;20;MARINGA;JARDIM ALVORADA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;M;BRANCA;
2022;10;16;DOMINGO;5;MANDAGUARI;NCH TANCREDO NEVES;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;PARDA;HETEROSSEXUAL
2022;10;16;DOMINGO;12;ASTORGA;CENTRAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);41;M;PRETA;
2022;10;17;SEGUNDA;6;MARINGA;ZONA SETE;Praticar Homicídio Culposo na Direção de Veículo;37;M;PARDA;
2022;10;18;TERCA;17;MARINGA;CONJUNTO REQUIAO I;Feminicídio;49;F;BRANCA;
2022;10;18;TERCA;17;MARINGA;CONJUNTO REQUIAO I;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);49;F;BRANCA;
2022;10;19;QUARTA;15;MARINGA;ZONA SEIS;Praticar Homicídio Culposo na Direção de Veículo;66;M;PARDA;
2022;10;22;SABADO;2;MARINGA;ZONA SETE;Praticar Homicídio Culposo na Direção de Veículo;30;M;BRANCA;
2022;10;25;TERCA;14;PAICANDU;ZONA RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;33;M;PARDA;
2022;10;27;QUINTA;19;SARANDI;COMETA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;PARDA;
2022;10;29;SABADO;18;PAICANDU;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);46;M;PRETA;HETEROSSEXUAL
2022;10;29;SABADO;21;SARANDI;JOSE RICHA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);24;M;BRANCA;
2022;10;30;DOMINGO;3;MARIALVA;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;M;BRANCA;
2022;10;31;SEGUNDA;16;MARINGA;JARDIM AURORA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;PRETA;
2022;11;2;QUARTA;0;MARINGA;JARDIM ALVORADA I;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;BRANCA;
2022;11;2;QUARTA;2;MARINGA;;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);19;M;PARDA;
2022;11;2;QUARTA;18;MARINGA;ZONA DOIS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);19;M;PARDA;
2022;11;3;QUINTA;17;MARINGA;CIDADE INDUSTRIAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);;;;
2022;11;4;SEXTA;4;MARINGA;JARDIM ALVORADA I;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;;
2022;11;4;SEXTA;20;MARIALVA;RURAL;Feminicídio;29;F;PRETA;HETEROSSEXUAL
2022;11;4;SEXTA;20;MARIALVA;RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;F;PRETA;HETEROSSEXUAL
2022;11;5;SABADO;0;MARINGA;JARDIM TROPICAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);19;M;PARDA;
2022;11;10;QUINTA;1;SARANDI;TRIANGULO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);18;M;BRANCA;
2022;11;11;SEXTA;21;PAICANDU;JARDIM CATEDRAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;M;BRANCA;
2022;11;11;SEXTA;22;MANDAGUACU;GUADIANA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);34;M;PARDA;HETEROSSEXUAL
2022;11;12;SABADO;1;MARINGA;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;47;F;BRANCA;
2022;11;12;SABADO;19;SANTA FE;BAIRRO SANTA INES;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;PARDA;
2022;11;14;SEGUNDA;17;MARINGA;PARQUE RESIDENCIAL TUIUTI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;PARDA;
2022;11;14;SEGUNDA;22;MARINGA;ZONA INDUSTRIAL;Praticar Homicídio Culposo na Direção de Veículo;20;M;PARDA;
2022;11;15;TERCA;12;MARIALVA;NOVO HORIZONTE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);42;M;;
2022;11;16;QUARTA;10;MARINGA;CONJUNTO RESIDENCIAL JOAO DE BARRO ITAPARICA;Praticar Homicídio Culposo na Direção de Veículo;66;M;;
2022;11;19;SABADO;4;SARANDI;ESPERANCA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;PARDA;
2022;11;19;SABADO;18;MARINGA;VILA OPERARIA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);19;F;PARDA;
2022;11;20;DOMINGO;17;OURIZONA;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);42;M;PRETA;HETEROSSEXUAL
2022;11;20;DOMINGO;20;SARANDI;NOVA INDEPENDENCIA DOIS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);34;F;PARDA;
2022;11;20;DOMINGO;20;SARANDI;NOVA INDEPENDENCIA DOIS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);37;M;PARDA;
2022;11;21;SEGUNDA;0;COLORADO;JARDIM PROGRESSO;Lesão Corporal com Resultado Morte;23;M;BRANCA;
2022;11;26;SABADO;21;SANTO INACIO;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);37;M;BRANCA;
2022;11;27;DOMINGO;21;MARINGA;JARDIM REAL;Praticar Homicídio Culposo na Direção de Veículo;66;M;PARDA;
2022;11;28;SEGUNDA;21;MANDAGUARI;JARDIM PROGRESSO UM;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;PARDA;
2022;11;29;TERCA;8;MANDAGUARI;RURAL;Praticar Homicídio Culposo na Direção de Veículo;52;F;;
2022;11;29;TERCA;8;MANDAGUARI;RURAL;Praticar Homicídio Culposo na Direção de Veículo;55;M;;
2022;12;1;QUINTA;21;SAO JORGE DO IVAI;CENTRO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;29;M;PARDA;
2022;12;2;SEXTA;6;MARINGA;JARDIM GUAIRACA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);39;M;PRETA;
2022;12;3;SABADO;0;SARANDI;JARDIM UNIVERSAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;BRANCA;
2022;12;4;DOMINGO;5;SARANDI;ESPERANCA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;F;PARDA;
2022;12;5;SEGUNDA;15;MARINGA;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;29;F;BRANCA;
2022;12;5;SEGUNDA;15;MARINGA;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;29;M;BRANCA;
2022;12;7;QUARTA;2;LOBATO;ZONA RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;18;M;BRANCA;
2022;12;7;QUARTA;2;LOBATO;ZONA RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;18;M;PARDA;
2022;12;7;QUARTA;2;LOBATO;ZONA RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;18;M;PARDA;
2022;12;7;QUARTA;2;LOBATO;ZONA RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;22;M;PARDA;
2022;12;7;QUARTA;2;LOBATO;ZONA RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;24;M;BRANCA;
2022;12;11;DOMINGO;19;COLORADO;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);43;F;PARDA;HETEROSSEXUAL
2022;12;12;SEGUNDA;21;IGUARACU;ZONA RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;24;M;PARDA;
2022;12;12;SEGUNDA;22;IGUARACU;RURAL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;31;M;PARDA;
2022;12;15;QUINTA;1;SARANDI;COMETA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;PARDA;
2022;12;16;SEXTA;2;MARINGA;ZONA SETE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;M;;
2022;12;17;SABADO;21;MARINGA;JARDIM PAULISTA;Praticar Homicídio Culposo na Direção de Veículo;48;F;;
2022;12;20;TERCA;18;PAICANDU;BELA VISTA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;23;M;PARDA;
2022;12;20;TERCA;22;MARINGA;JARDIM ALVORADA I;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);47;M;;
