year;month;day;weekday;hour;city;neighborhood;nature;victim_age;gender;ethnicity
2019;5;8;QUARTA;17;CASCAVEL;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;80;F;
2019;5;8;QUARTA;18;CASCAVEL;RODOVIA  467;Praticar Homicídio Culposo na Direção de Veículo;45;M;
2019;5;13;SEGUNDA;17;CASCAVEL;PACAEMBU;Roubo com Resultado Morte;83;M;BRANCA
2019;5;16;QUINTA;20;CASCAVEL;UNIVERSITARIO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);19;M;BRANCA
2019;5;21;TERCA;7;CASCAVEL;INTERLAGOS;Praticar Homicídio Culposo na Direção de Veículo;42;M;
2019;5;21;TERCA;19;CASCAVEL;SANTA FELICIDADE;Praticar Homicídio Culposo na Direção de Veículo;78;M;BRANCA
2019;5;29;QUARTA;19;CASCAVEL;CANCELLI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;PARDA
2019;6;1;SABADO;7;CASCAVEL;MELISSA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);20;M;PARDA
2019;6;7;SEXTA;0;CASCAVEL;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;21;M;
2019;6;14;SEXTA;23;CASCAVEL;GUARUJA;Praticar Homicídio Culposo na Direção de Veículo;39;M;PARDA
2019;6;16;DOMINGO;5;CASCAVEL;CASCAVEL VELHO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;F;PARDA
2019;6;19;QUARTA;16;CASCAVEL;MELISSA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);20;F;PARDA
2019;6;25;TERCA;10;CASCAVEL;CANCELLI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);31;M;PARDA
2019;7;5;SEXTA;5;CASCAVEL;CASCAVEL VELHO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;PRETA
2019;7;5;SEXTA;5;CASCAVEL;CASCAVEL VELHO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;BRANCA
2019;7;5;SEXTA;19;CASCAVEL;RURAL;Praticar Homicídio Culposo na Direção de Veículo;23;F;PARDA
2019;7;7;DOMINGO;18;CASCAVEL;CENTRO;Feminicídio;48;F;PARDA
2019;7;7;DOMINGO;18;CASCAVEL;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);48;F;PARDA
2019;7;13;SABADO;11;CASCAVEL;CATARATAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);44;M;PARDA
2019;7;13;SABADO;19;CASCAVEL;FLORESTA;Praticar Homicídio Culposo na Direção de Veículo;58;M;
2019;7;21;DOMINGO;19;CASCAVEL;RODOVIA FEDERAL;Praticar Homicídio Culposo na Direção de Veículo;26;M;
2019;7;28;DOMINGO;3;CASCAVEL;FLORESTA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);18;M;PARDA
2019;7;28;DOMINGO;11;CASCAVEL;RODOVIA FEDERAL;Praticar Homicídio Culposo na Direção de Veículo;24;F;BRANCA
2019;7;28;DOMINGO;11;CASCAVEL;RODOVIA FEDERAL;Praticar Homicídio Culposo na Direção de Veículo;51;M;
2019;7;28;DOMINGO;11;CASCAVEL;RODOVIA FEDERAL;Praticar Homicídio Culposo na Direção de Veículo;54;M;
2019;8;3;SABADO;15;CASCAVEL;AREA RURAL;Praticar Homicídio Culposo na Direção de Veículo;58;M;
2019;8;11;DOMINGO;19;CASCAVEL;;Praticar Homicídio Culposo na Direção de Veículo;29;M;
2019;8;14;QUARTA;12;CASCAVEL;PARQUE SAO PAULO;Praticar Homicídio Culposo na Direção de Veículo;77;F;
2019;8;24;SABADO;4;CASCAVEL;UNIVERSITARIO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;M;BRANCA
2019;8;25;DOMINGO;5;CASCAVEL;RURAL;Praticar Homicídio Culposo na Direção de Veículo;52;M;PARDA
2019;8;25;DOMINGO;16;CASCAVEL;STA FELICIDADE;Praticar Homicídio Culposo na Direção de Veículo;20;M;
;;;;;;;;;;
2019;9;11;QUARTA;14;CASCAVEL;CENTRO;Feminicídio;25;F;BRANCA
;;;;;;;;;;
2019;9;11;QUARTA;14;CASCAVEL;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;F;BRANCA
2019;9;13;SEXTA;4;CASCAVEL;ALTO ALEGRE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;BRANCA
2019;9;15;DOMINGO;15;CASCAVEL;ALTO ALEGRE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);47;M;BRANCA
2019;9;18;QUARTA;23;CASCAVEL;LIN EST RIO DO SALTO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;PARDA
2019;9;25;QUARTA;13;CASCAVEL;STA CRUZ;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);20;M;BRANCA
2019;9;28;SABADO;15;CASCAVEL;STA CRUZ;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;
2019;10;6;DOMINGO;11;CASCAVEL;ZONA RURAL;Praticar Homicídio Culposo na Direção de Veículo;23;M;
2019;10;20;DOMINGO;22;CASCAVEL;SAO CRISTOVAO;Praticar Homicídio Culposo na Direção de Veículo;25;F;BRANCA
2019;10;28;SEGUNDA;11;CASCAVEL;RURAL;Praticar Homicídio Culposo na Direção de Veículo;41;M;BRANCA
2019;11;11;SEGUNDA;5;CASCAVEL;JUVINOPOLIS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);48;F;BRANCA
2019;11;21;QUINTA;9;CASCAVEL;CASCAVEL VELHO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);57;M;PARDA
2019;11;23;SABADO;5;CASCAVEL;STA CRUZ;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;PARDA
2019;11;23;SABADO;9;CASCAVEL;GUARUJA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);60;M;PARDA
2019;12;5;QUINTA;8;CASCAVEL;ZONA RURAL;Feminicídio;36;F;BRANCA
2019;12;5;QUINTA;8;CASCAVEL;ZONA RURAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);36;F;BRANCA
2019;12;7;SABADO;9;CASCAVEL;CASCAVEL VELHO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;PARDA
2019;12;14;SABADO;23;CASCAVEL;SANTOS DUMONT;Praticar Homicídio Culposo na Direção de Veículo;61;M;BRANCA
2019;12;15;DOMINGO;6;CASCAVEL;CLARITO;Praticar Homicídio Culposo na Direção de Veículo;67;M;BRANCA
2019;12;15;DOMINGO;19;CASCAVEL;CASCAVEL VELHO;Praticar Homicídio Culposo na Direção de Veículo;47;M;
2019;12;21;SABADO;5;CASCAVEL;BRASILIA;Praticar Homicídio Culposo na Direção de Veículo;19;M;
2019;12;22;DOMINGO;5;CASCAVEL;STA CRUZ;Feminicídio;40;F;BRANCA
2019;12;22;DOMINGO;5;CASCAVEL;STA CRUZ;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;F;BRANCA
2019;12;25;QUARTA;18;CASCAVEL;RODOVIA;Praticar Homicídio Culposo na Direção de Veículo;77;M;BRANCA
2024;1;25;QUINTA;9;COLOMBO;SAO GABRIEL;Praticar Homicídio Culposo na Direção de Veículo;88;M;PARDA
2024;1;21;DOMINGO;18;COLOMBO;EMBU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;M;
2024;1;21;DOMINGO;2;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);66;M;BRANCA
2024;1;9;TERCA;9;COLOMBO;RINCAO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;M;BRANCA
2024;1;7;DOMINGO;21;COLOMBO;MAUA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);18;M;BRANCA
2024;2;21;QUARTA;21;COLOMBO;FATIMA;Praticar Homicídio Culposo na Direção de Veículo;;;
2024;2;16;SEXTA;3;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;PARDA
2024;2;10;SABADO;23;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;PARDA
2024;2;6;TERCA;19;COLOMBO;SAO GABRIEL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;BRANCA
2024;2;5;SEGUNDA;18;COLOMBO;GUARAITUBA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;16;M;BRANCA
2024;3;30;SABADO;15;COLOMBO;GUARAITUBA;Praticar Homicídio Culposo na Direção de Veículo;70;M;PRETA
;;;;;;;;;;
2024;3;29;SEXTA;2;COLOMBO;MAUA;Praticar Homicídio Culposo na Direção de Veículo;26;M;BRANCA
2024;3;27;QUARTA;18;COLOMBO;GUARAITUBA;Praticar Homicídio Culposo na Direção de Veículo;71;M;
2024;3;26;TERCA;6;COLOMBO;SAO DIMAS;Praticar Homicídio Culposo na Direção de Veículo;34;M;BRANCA
;;;;;;;;;;
2024;3;12;TERCA;7;COLOMBO;MAUA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);24;M;
2024;3;3;DOMINGO;12;COLOMBO;PALMITAL;Feminicídio;72;F;BRANCA
2024;3;3;DOMINGO;12;COLOMBO;PALMITAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);72;F;BRANCA
2024;4;23;TERCA;16;COLOMBO;SAO GABRIEL;Lesão Corporal com Resultado Morte;37;F;PARDA
2024;4;14;DOMINGO;9;COLOMBO;GUARAITUBA;Praticar Homicídio Culposo na Direção de Veículo;51;M;PARDA
2024;4;13;SABADO;23;COLOMBO;OSASCO;Praticar Homicídio Culposo na Direção de Veículo;24;M;BRANCA
2024;4;13;SABADO;23;COLOMBO;OSASCO;Praticar Homicídio Culposo na Direção de Veículo;25;M;BRANCA
2024;4;13;SABADO;8;COLOMBO;MAUA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;PARDA
2024;5;31;SEXTA;12;COLOMBO;MAUA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;BRANCA
2024;5;30;QUINTA;18;COLOMBO;SERRINHA;Praticar Homicídio Culposo na Direção de Veículo;42;M;PARDA
2024;5;25;SABADO;8;COLOMBO;;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);48;M;BRANCA
2024;5;7;TERCA;3;COLOMBO;PALOMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);31;M;PARDA
2024;5;6;SEGUNDA;4;COLOMBO;MAUA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);36;M;BRANCA
2024;5;1;QUARTA;11;COLOMBO;CAMPO PEQUENO;Praticar Homicídio Culposo na Direção de Veículo;40;M;
2024;6;27;QUINTA;22;COLOMBO;PALOMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);41;M;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
2024;6;20;QUINTA;23;COLOMBO;MAUA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);66;M;BRANCA
2024;6;12;QUARTA;7;COLOMBO;ROCA GRANDE;Praticar Homicídio Culposo na Direção de Veículo;39;F;
2024;6;11;TERCA;20;COLOMBO;ROCA GRANDE;Praticar Homicídio Culposo na Direção de Veículo;53;F;BRANCA
;;;;;;;;;;
2024;6;8;SABADO;1;COLOMBO;SAO GABRIEL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;M;PARDA
2024;6;7;SEXTA;8;COLOMBO;MARACANA;Praticar Homicídio Culposo na Direção de Veículo;44;F;BRANCA
2024;6;5;QUARTA;17;COLOMBO;ROCA GRANDE;Praticar Homicídio Culposo na Direção de Veículo;47;M;BRANCA
2024;6;5;QUARTA;0;COLOMBO;SAO DIMAS;Praticar Homicídio Culposo na Direção de Veículo;21;M;
2024;7;30;TERCA;5;COLOMBO;ITAJACURU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);31;M;BRANCA
;;;;;;;;;;
2024;8;31;SABADO;19;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;
2024;8;16;SEXTA;7;COLOMBO;GUARAITUBA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;
2024;8;13;TERCA;12;COLOMBO;GUARANI;Praticar Homicídio Culposo na Direção de Veículo;79;M;BRANCA
2024;8;1;QUINTA;22;COLOMBO;SAO DIMAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);31;M;BRANCA
;;;;;;;;;;
2024;9;28;SABADO;21;COLOMBO;MAUA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;PARDA
2024;9;18;QUARTA;16;COLOMBO;SAO DIMAS;Praticar Homicídio Culposo na Direção de Veículo;19;M;BRANCA
2024;9;8;DOMINGO;18;COLOMBO;SAO DIMAS;Praticar Homicídio Culposo na Direção de Veículo;19;M;PARDA
2024;10;29;TERCA;14;COLOMBO;GUARAITUBA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);34;M;PRETA
2024;10;25;SEXTA;14;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;M;PARDA
2024;10;25;SEXTA;11;COLOMBO;GUARAITUBA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);38;M;PARDA
2024;10;17;QUINTA;20;COLOMBO;GUARAITUBA;Praticar Homicídio Culposo na Direção de Veículo;20;F;PARDA
;;;;;;;;;;
2024;10;12;SABADO;11;COLOMBO;SAO GABRIEL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);53;M;BRANCA
2024;10;10;QUINTA;0;COLOMBO;MAUA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);48;M;BRANCA
2024;10;3;QUINTA;12;COLOMBO;ARRUDA;Lesão Corporal com Resultado Morte;53;M;PARDA
2024;10;1;TERCA;16;COLOMBO;ROCA GRANDE;Praticar Homicídio Culposo na Direção de Veículo;73;F;BRANCA
2024;11;30;SABADO;14;COLOMBO;PALOMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);37;M;BRANCA
2024;11;23;SABADO;1;COLOMBO;SAO DIMAS;Praticar Homicídio Culposo na Direção de Veículo;5;M;BRANCA
2024;11;23;SABADO;1;COLOMBO;SAO DIMAS;Praticar Homicídio Culposo na Direção de Veículo;33;M;PARDA
2024;11;21;QUINTA;21;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;F;PARDA
;;;;;;;;;;
;;;;;;;;;;
2024;12;26;QUINTA;18;COLOMBO;CAMPO PEQUENO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;M;BRANCA
2024;12;24;TERCA;22;COLOMBO;MARACANA;Praticar Homicídio Culposo na Direção de Veículo;25;M;PARDA
2024;12;19;QUINTA;18;COLOMBO;SAO GABRIEL;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;27;M;PARDA
2024;12;10;TERCA;6;COLOMBO;SAO DIMAS;Praticar Homicídio Culposo na Direção de Veículo;51;M;PARDA
2023;1;11;QUARTA;22;COLOMBO;ARRUDA;Praticar Homicídio Culposo na Direção de Veículo;21;M;BRANCA
2023;1;20;SEXTA;0;COLOMBO;RIO VERDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;PARDA
2023;1;22;DOMINGO;14;COLOMBO;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;25;M;BRANCA
2023;2;3;SEXTA;0;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;F;BRANCA
2023;2;4;SABADO;23;COLOMBO;SAO DIMAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);47;F;BRANCA
2023;2;9;QUINTA;6;COLOMBO;PALMITAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);37;M;
2023;2;12;DOMINGO;13;COLOMBO;CAMPO PEQUENO;Praticar Homicídio Culposo na Direção de Veículo;29;M;BRANCA
2023;2;13;SEGUNDA;2;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;M;BRANCA
2023;2;17;SEXTA;1;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);32;F;BRANCA
2023;2;19;DOMINGO;18;COLOMBO;RIBEIRAO DAS ONCAS;Praticar Homicídio Culposo na Direção de Veículo;69;F;BRANCA
2023;2;21;TERCA;21;COLOMBO;RINCAO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;PARDA
2023;2;22;QUARTA;12;COLOMBO;ATUBA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);34;M;PARDA
2023;3;8;QUARTA;21;COLOMBO;GUARAITUBA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;
2023;3;8;QUARTA;21;COLOMBO;GUARAITUBA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);24;M;BRANCA
2023;3;13;SEGUNDA;10;COLOMBO;ARRUDA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;BRANCA
2023;3;23;QUINTA;23;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);20;M;
2023;3;23;QUINTA;23;COLOMBO;ROCA GRANDE;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;20;M;BRANCA
2023;3;24;SEXTA;21;COLOMBO;GUARAITUBA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);37;M;BRANCA
2023;3;25;SABADO;21;COLOMBO;MAUA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;33;M;PARDA
2023;4;6;QUINTA;18;COLOMBO;GABIROBAL;Praticar Homicídio Culposo na Direção de Veículo;;;
2023;4;11;TERCA;2;COLOMBO;SAO GABRIEL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);42;M;BRANCA
2023;4;13;QUINTA;19;COLOMBO;IMBUIAL;Praticar Homicídio Culposo na Direção de Veículo;23;M;BRANCA
2023;4;14;SEXTA;21;COLOMBO;GUARAITUBA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;
2023;4;15;SABADO;4;COLOMBO;MAUA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);46;M;BRANCA
2023;4;16;DOMINGO;4;COLOMBO;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);28;M;BRANCA
2023;4;23;DOMINGO;9;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);26;M;BRANCA
2023;4;28;SEXTA;16;COLOMBO;CENTRO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;BRANCA
2023;5;1;SEGUNDA;9;COLOMBO;MONZA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);38;M;BRANCA
2023;5;1;SEGUNDA;14;COLOMBO;GUARAITUBA;Praticar Homicídio Culposo na Direção de Veículo;46;M;
2023;5;10;QUARTA;21;COLOMBO;GUARAITUBA;Praticar Homicídio Culposo na Direção de Veículo;17;M;BRANCA
2023;5;13;SABADO;22;COLOMBO;GUARAITUBA;Praticar Homicídio Culposo na Direção de Veículo;24;M;BRANCA
2023;5;20;SABADO;2;COLOMBO;MARACANA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);27;M;PARDA
2023;5;22;SEGUNDA;5;COLOMBO;GUARANI;Feminicídio;33;M;BRANCA
2023;5;22;SEGUNDA;5;COLOMBO;GUARANI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;M;BRANCA
2023;5;27;SABADO;19;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);35;M;PRETA
2023;5;31;QUARTA;20;COLOMBO;GUARANI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);36;F;BRANCA
2023;6;17;SABADO;5;COLOMBO;SAO DIMAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);43;M;BRANCA
2023;6;25;DOMINGO;6;COLOMBO;ROCA GRANDE;Praticar Homicídio Culposo na Direção de Veículo;57;M;BRANCA
2023;7;21;SEXTA;15;COLOMBO;FATIMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);36;M;BRANCA
2023;7;23;DOMINGO;4;COLOMBO;EMBU;Praticar Homicídio Culposo na Direção de Veículo;40;M;BRANCA
2023;7;28;SEXTA;21;COLOMBO;GUARANI;Praticar Homicídio Culposo na Direção de Veículo;45;M;
2023;8;6;DOMINGO;1;COLOMBO;COLONIA FARIA;Praticar Homicídio Culposo na Direção de Veículo;56;M;
2023;8;6;DOMINGO;21;COLOMBO;SAO DIMAS;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);42;M;PARDA
2023;8;12;SABADO;20;COLOMBO;POCO NEGRO;Praticar Homicídio Culposo na Direção de Veículo;71;M;PARDA
2023;8;15;TERCA;18;COLOMBO;ARRUDA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;PARDA
2023;8;21;SEGUNDA;4;COLOMBO;PALMITAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);33;F;PARDA
2023;9;13;QUARTA;15;COLOMBO;PALMITAL;Praticar Homicídio Culposo na Direção de Veículo;42;M;BRANCA
2023;9;17;DOMINGO;15;COLOMBO;IMBUIAL;Praticar Homicídio Culposo na Direção de Veículo;30;M;BRANCA
2023;10;5;QUINTA;13;COLOMBO;MAUA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;32;M;PARDA
2023;10;9;SEGUNDA;16;COLOMBO;ROCA GRANDE;Praticar Homicídio Culposo na Direção de Veículo;26;F;BRANCA
2023;10;15;DOMINGO;21;COLOMBO;SANTA TEREZINHA;Praticar Homicídio Culposo na Direção de Veículo;56;F;BRANCA
2023;11;8;QUARTA;3;COLOMBO;;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);44;M;PARDA
2023;11;10;SEXTA;7;COLOMBO;OSASCO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);44;M;BRANCA
2023;11;12;DOMINGO;17;COLOMBO;MONZA;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;25;M;BRANCA
2023;11;15;QUARTA;21;COLOMBO;CANGUIRI;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);36;M;
2023;12;8;SEXTA;22;COLOMBO;MAUA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);24;M;PRETA
2023;12;16;SABADO;23;COLOMBO;RIO VERDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);40;M;PRETA
2023;12;22;SEXTA;16;COLOMBO;CAMPO PEQUENO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;;M;PARDA
2023;12;24;DOMINGO;12;COLOMBO;OSASCO;Morte por Intervenção Legal de Agente do Estado NÃO INFORMADO MILAE;;M;BRANCA
2023;12;26;TERCA;0;COLOMBO;CAMPO PEQUENO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);23;M;BRANCA
2023;12;26;TERCA;0;COLOMBO;SANTA GEMA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);21;M;PARDA
2023;12;31;DOMINGO;11;COLOMBO;MAUA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;M;PARDA
2022;1;2;DOMINGO;15;COLOMBO;SAO GABRIEL;Feminicídio;25;F;PARDA
2022;1;2;DOMINGO;15;COLOMBO;SAO GABRIEL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);25;F;PARDA
2022;1;5;QUARTA;2;COLOMBO;EMBU;Feminicídio;29;F;BRANCA
2022;1;5;QUARTA;2;COLOMBO;EMBU;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;F;BRANCA
2022;1;22;SABADO;0;COLOMBO;PALMITAL;Praticar Homicídio Culposo na Direção de Veículo;38;M;
2022;1;22;SABADO;21;COLOMBO;GUARAITUBA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);36;M;PARDA
2022;1;23;DOMINGO;22;COLOMBO;GABIROBAL;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);52;M;BRANCA
2022;1;28;SEXTA;23;COLOMBO;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;25;F;
2022;1;28;SEXTA;23;COLOMBO;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;64;M;BRANCA
2022;2;2;QUARTA;20;COLOMBO;COLONIA FARIA;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);30;F;PARDA
2022;2;6;DOMINGO;12;COLOMBO;CENTRO;Praticar Homicídio Culposo na Direção de Veículo;33;M;BRANCA
2022;2;8;TERCA;16;COLOMBO;ROCA GRANDE;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);29;M;PARDA
2022;2;15;TERCA;13;COLOMBO;POCO NEGRO;Praticar Homicídio Culposo na Direção de Veículo;28;M;
2022;2;16;QUARTA;9;COLOMBO;RINCAO;Homicídio Doloso (homicídio simples e qualificado, feminicídio e homicídio doloso no trânsito);22;M;
2022;2;21;SEGUNDA;2;COLOMBO;MARACANA;Praticar Homicídio Culposo na Direção de Veículo;33;M;
2022;2;23;QUARTA;8;COLOMBO;RIO VERDE;Praticar Homicídio Culposo na Direção de Veículo;23;M;BRANCA
2022;2;23;QUARTA;8;COLOMBO;SANTA TEREZINHA;Praticar Homicídio Culposo na Direção de Veículo;44;M;BRANCA
